X÷·,Y÷·,Z÷·
880.445,4966.966,0.5
900.442,4967.303,0.5
920.440,4967.639,0.5
940.437,4967.976,0.5
960.434,4968.305,0.5
980.431,4968.635,0.5
1000.429,4968.965,0.5
1020.426,4969.299,0.5
1040.423,4969.633,0.5
1060.420,4969.968,0.5
1080.417,4970.317,0.5
1100.414,4970.666,0.5
1120.411,4971.019,0.5
1140.407,4971.396,0.5
1160.404,4971.773,0.5
1180.400,4972.157,0.5
1200.396,4972.575,0.5
1220.391,4972.992,0.5
1240.387,4973.427,0.5
1260.381,4973.900,0.5
1280.375,4974.373,0.5
1300.369,4974.883,0.5
1320.362,4975.429,0.5
1340.354,4975.975,0.5
1360.345,4976.591,0.5
1380.334,4977.225,0.5
1400.324,4977.877,0.5
1420.311,4978.591,0.5
1440.298,4979.304,0.5
1460.284,4980.065,0.5
1480.269,4980.842,0.5
1500.253,4981.633,0.5
1520.236,4982.453,0.5
1540.219,4983.274,0.5
1560.202,4984.114,0.5
1580.184,4984.955,0.5
1600.167,4985.791,0.5
1620.149,4986.626,0.5
1640.132,4987.443,0.5
1660.116,4988.247,0.5
1680.101,4989.028,0.5
1700.087,4989.773,0.5
1720.074,4990.499,0.5
1740.063,4991.165,0.5
1760.052,4991.824,0.5
1780.043,4992.415,0.5
1800.035,4993.006,0.5
1820.028,4993.534,0.5
1840.021,4994.059,0.5
1860.015,4994.534,0.5
1880.010,4995.002,0.5
1900.005,4995.427,0.5
1920.001,4995.844,0.5
1939.997,4996.221,0.5
1959.994,4996.593,0.5
1979.991,4996.927,0.5
1999.988,4997.253,0.5
2019.986,4997.554,0.5
2039.984,4997.836,0.5
2059.982,4998.099,0.5
2079.981,4998.321,0.5
2099.980,4998.483,0.5
2119.980,4998.569,0.5
2139.980,4998.550,0.5
2159.979,4998.389,0.5
2179.976,4998.045,0.5
2199.968,4997.483,0.5
2219.951,4996.681,0.5
2239.924,4995.639,0.5
2259.884,4994.375,0.5
2279.830,4992.910,0.5
2299.761,4991.259,0.5
2319.678,4989.438,0.5
2339.580,4987.463,0.5
2359.467,4985.338,0.5
2379.337,4983.065,0.5
2399.187,4980.618,0.5
2419.008,4977.952,0.5
2438.785,4974.973,0.5
2458.509,4971.667,0.5
2478.168,4967.993,0.5
2497.740,4963.876,0.5
2517.233,4959.405,0.5
2536.640,4954.572,0.5
2555.969,4949.437,0.5
2575.234,4944.066,0.5
2594.438,4938.479,0.5
2613.585,4932.703,0.5
2632.670,4926.721,0.5
2651.674,4920.490,0.5
2670.579,4913.964,0.5
2689.339,4907.033,0.5
2707.931,4899.665,0.5
2726.311,4891.783,0.5
2744.429,4883.317,0.5
2762.170,4874.088,0.5
2779.519,4864.143,0.5
2796.377,4853.388,0.5
2812.587,4841.680,0.5
2828.096,4829.060,0.5
2842.724,4815.427,0.5
2856.490,4800.926,0.5
2869.379,4785.637,0.5
2881.410,4769.666,0.5
2892.741,4753.187,0.5
2903.311,4736.211,0.5
2913.234,4718.848,0.5
2922.318,4701.032,0.5
2930.636,4682.847,0.5
2937.925,4664.226,0.5
2944.240,4645.253,0.5
2949.644,4625.999,0.5
2954.205,4606.527,0.5
2958.171,4586.925,0.5
2961.696,4567.239,0.5
2964.642,4547.459,0.5
2966.748,4527.573,0.5
2967.879,4507.608,0.5
2968.048,4487.610,0.5
2967.351,4467.624,0.5
2966.017,4447.670,0.5
2964.020,4427.771,0.5
2961.475,4407.934,0.5
2958.281,4388.192,0.5
2954.454,4368.564,0.5
2949.768,4349.123,0.5
2944.156,4329.930,0.5
2937.433,4311.098,0.5
2929.441,4292.772,0.5
2920.241,4275.019,0.5
2909.780,4257.978,0.5
2898.400,4241.535,0.5
2886.191,4225.697,0.5
2873.372,4210.348,0.5
2860.022,4195.457,0.5
2846.231,4180.974,0.5
2831.894,4167.032,0.5
2817.092,4153.585,0.5
2801.769,4140.736,0.5
2785.848,4128.635,0.5
2769.377,4117.297,0.5
2752.270,4106.944,0.5
2734.632,4097.523,0.5
2716.564,4088.954,0.5
2698.133,4081.193,0.5
2679.414,4074.155,0.5
2660.499,4067.658,0.5
2641.438,4061.606,0.5
2622.259,4055.935,0.5
2602.982,4050.607,0.5
2583.619,4045.601,0.5
2564.177,4040.912,0.5
2544.657,4036.554,0.5
2525.061,4032.555,0.5
2505.388,4028.959,0.5
2485.643,4025.777,0.5
2465.838,4022.997,0.5
2445.985,4020.581,0.5
2426.097,4018.472,0.5
2406.185,4016.596,0.5
2386.259,4014.874,0.5
2366.328,4013.222,0.5
2346.389,4011.655,0.5
2326.442,4010.198,0.5
2306.486,4008.874,0.5
2286.520,4007.709,0.5
2266.544,4006.742,0.5
2246.558,4005.987,0.5
2226.565,4005.468,0.5
2206.567,4005.208,0.5
2186.568,4005.232,0.5
2166.571,4005.558,0.5
2146.582,4006.203,0.5
2126.606,4007.179,0.5
2106.650,4008.496,0.5
2086.719,4010.151,0.5
2066.817,4012.116,0.5
2046.942,4014.354,0.5
2027.096,4016.828,0.5
2007.277,4019.510,0.5
1987.483,4022.372,0.5
1967.712,4025.390,0.5
1947.962,4028.543,0.5
1928.232,4031.813,0.5
1908.521,4035.202,0.5
1888.834,4038.725,0.5
1869.175,4042.399,0.5
1849.548,4046.245,0.5
1829.959,4050.279,0.5
1810.415,4054.523,0.5
1790.922,4058.997,0.5
1771.489,4063.723,0.5
1752.128,4068.735,0.5
1732.850,4074.059,0.5
1713.664,4079.703,0.5
1694.569,4085.649,0.5
1675.561,4091.867,0.5
1656.630,4098.317,0.5
1637.783,4105.012,0.5
1619.004,4111.892,0.5
1600.271,4118.896,0.5
1581.588,4126.033,0.5
1562.959,4133.310,0.5
1544.352,4140.642,0.5
1525.801,4148.117,0.5
1507.270,4155.640,0.5
1488.779,4163.263,0.5
1470.316,4170.950,0.5
1451.885,4178.716,0.5
1433.485,4186.553,0.5
1415.114,4194.459,0.5
1396.773,4202.435,0.5
1378.464,4210.482,0.5
1360.183,4218.594,0.5
1341.937,4226.786,0.5
1323.716,4235.032,0.5
1305.539,4243.373,0.5
1287.377,4251.749,0.5
1269.265,4260.230,0.5
1251.156,4268.720,0.5
1233.101,4277.324,0.5
1215.046,4285.927,0.5
1197.029,4294.609,0.5
1179.022,4303.312,0.5
1161.027,4312.040,0.5
1143.056,4320.818,0.5
1125.086,4329.597,0.5
1107.133,4338.411,0.5
1089.188,4347.242,0.5
1071.244,4356.074,0.5
1053.312,4364.931,0.5
1035.384,4373.796,0.5
1017.456,4382.660,0.5
999.533,4391.535,0.5
981.613,4400.418,0.5
963.694,4409.301,0.5
4778.403,323.025,0.5
4766.202,338.872,0.5
4754.001,354.719,0.5
4741.800,370.566,0.5
4729.599,386.413,0.5
4717.398,402.261,0.5
4705.190,418.103,0.5
4692.978,433.941,0.5
4680.765,449.779,0.5
4668.553,465.618,0.5
4656.340,481.456,0.5
4644.120,497.289,0.5
4631.896,513.118,0.5
4619.671,528.947,0.5
4607.446,544.776,0.5
4595.219,560.602,0.5
4582.981,576.421,0.5
4570.743,592.240,0.5
4558.506,608.059,0.5
4546.264,623.875,0.5
4534.013,639.684,0.5
4521.763,655.493,0.5
4509.512,671.302,0.5
4497.251,687.103,0.5
4484.987,702.902,0.5
4472.724,718.701,0.5
4460.452,734.493,0.5
4448.177,750.283,0.5
4435.903,766.074,0.5
4423.620,781.858,0.5
4411.337,797.641,0.5
4399.051,813.423,0.5
4386.761,829.202,0.5
4374.471,844.979,0.5
4362.172,860.751,0.5
4349.873,876.522,0.5
4337.560,892.283,0.5
4325.246,908.042,0.5
4312.911,923.786,0.5
4300.572,939.526,0.5
4288.210,955.248,0.5
4275.836,970.960,0.5
4263.442,986.657,0.5
4251.024,1002.335,0.5
4238.592,1018.001,0.5
4226.125,1033.640,0.5
4213.648,1049.271,0.5
4201.138,1064.876,0.5
4188.616,1080.470,0.5
4176.073,1096.048,0.5
4163.514,1111.613,0.5
4150.943,1127.169,0.5
4138.356,1142.711,0.5
4125.762,1158.248,0.5
4113.153,1173.773,0.5
4100.541,1189.295,0.5
4087.917,1204.807,0.5
4075.291,1220.317,0.5
4062.655,1235.820,0.5
4050.019,1251.323,0.5
4037.377,1266.821,0.5
4024.735,1282.319,0.5
4012.090,1297.814,0.5
3999.443,1313.308,0.5
3986.792,1328.798,0.5
3974.136,1344.284,0.5
3961.473,1359.765,0.5
3948.802,1375.238,0.5
3936.123,1390.706,0.5
3923.431,1406.163,0.5
3910.732,1421.614,0.5
3898.013,1437.049,0.5
3885.290,1452.480,0.5
3872.540,1467.889,0.5
3859.786,1483.295,0.5
3847.001,1498.675,0.5
3834.211,1514.050,0.5
3821.390,1529.401,0.5
3808.562,1544.745,0.5
3795.708,1560.067,0.5
3782.846,1575.382,0.5
3769.962,1590.680,0.5
3757.069,1605.969,0.5
3744.159,1621.244,0.5
3731.239,1636.511,0.5
3718.305,1651.766,0.5
3705.363,1667.014,0.5
3692.409,1682.252,0.5
3679.447,1697.483,0.5
3666.476,1712.707,0.5
3653.498,1727.925,0.5
3640.513,1743.136,0.5
3627.522,1758.342,0.5
3614.524,1773.542,0.5
3601.520,1788.737,0.5
3588.505,1803.924,0.5
3575.485,1819.105,0.5
3562.449,1834.273,0.5
3549.408,1849.436,0.5
3536.347,1864.583,0.5
3523.281,1879.725,0.5
3510.190,1894.845,0.5
3497.096,1909.962,0.5
3483.969,1925.052,0.5
3470.842,1940.141,0.5
3457.675,1955.196,0.5
3444.509,1970.250,0.5
3431.299,1985.267,0.5
3418.087,2000.282,0.5
3404.830,2015.257,0.5
3391.569,2030.228,0.5
3378.267,2045.163,0.5
3364.958,2060.092,0.5
3351.613,2074.989,0.5
3338.260,2089.878,0.5
3324.873,2104.737,0.5
3311.478,2119.589,0.5
3298.050,2134.411,0.5
3284.615,2149.227,0.5
3271.147,2164.012,0.5
3257.675,2178.794,0.5
3244.168,2193.544,0.5
3230.654,2208.288,0.5
3217.113,2223.006,0.5
3203.559,2237.713,0.5
3189.985,2252.401,0.5
3176.392,2267.072,0.5
3162.789,2281.733,0.5
3149.164,2296.374,0.5
3135.533,2311.010,0.5
3121.892,2325.636,0.5
3108.246,2340.257,0.5
3094.597,2354.876,0.5
3080.948,2369.495,0.5
3067.301,2384.115,0.5
3053.658,2398.740,0.5
3040.022,2413.370,0.5
3026.392,2428.006,0.5
3012.771,2442.651,0.5
2999.156,2457.301,0.5
2985.548,2471.958,0.5
2971.944,2486.619,0.5
2958.343,2501.282,0.5
2944.745,2515.949,0.5
2931.149,2530.616,0.5
2917.553,2545.284,0.5
2903.958,2559.953,0.5
2890.361,2574.620,0.5
2876.764,2589.287,0.5
2863.162,2603.950,0.5
2849.560,2618.612,0.5
2835.952,2633.269,0.5
2822.341,2647.923,0.5
2808.724,2662.572,0.5
2795.100,2677.213,0.5
2781.472,2691.852,0.5
2767.831,2706.478,0.5
2754.189,2721.103,0.5
2740.536,2735.718,0.5
2726.883,2750.332,0.5
2713.224,2764.942,0.5
2699.565,2779.551,0.5
2685.908,2794.162,0.5
2672.251,2808.774,0.5
2658.604,2823.394,0.5
2644.960,2838.017,0.5
2631.332,2852.655,0.5
2617.715,2867.304,0.5
2604.116,2881.970,0.5
2590.547,2896.662,0.5
2576.994,2911.370,0.5
2563.488,2926.121,0.5
2550.005,2940.893,0.5
2536.544,2955.684,0.5
2523.108,2970.499,0.5
2509.679,2985.320,0.5
2496.249,3000.140,0.5
2482.811,3014.953,0.5
2469.340,3029.736,0.5
2455.823,3044.476,0.5
2442.244,3059.161,0.5
2428.588,3073.772,0.5
2414.837,3088.295,0.5
2400.986,3102.722,0.5
2387.024,3117.042,0.5
2372.946,3131.248,0.5
2358.764,3145.350,0.5
2344.479,3159.348,0.5
2330.097,3173.246,0.5
2315.626,3187.050,0.5
2301.072,3200.768,0.5
2286.441,3214.404,0.5
2271.721,3227.944,0.5
2256.935,3241.411,0.5
2242.085,3254.808,0.5
2227.170,3268.133,0.5
2212.186,3281.379,0.5
2197.117,3294.529,0.5
2181.977,3307.598,0.5
2166.763,3320.579,0.5
2151.465,3333.463,0.5
2136.076,3346.236,0.5
2120.560,3358.856,0.5
2104.917,3371.317,0.5
2089.138,3383.606,0.5
2073.215,3395.707,0.5
2057.144,3407.611,0.5
2040.924,3419.311,0.5
2024.560,3430.809,0.5
2008.057,3442.108,0.5
1991.396,3453.171,0.5
1974.617,3464.056,0.5
1957.730,3474.770,0.5
1940.737,3485.316,0.5
1923.640,3495.693,0.5
1906.407,3505.844,0.5
1889.056,3515.790,0.5
1871.582,3525.517,0.5
1853.969,3534.991,0.5
1836.196,3544.161,0.5
1818.242,3552.971,0.5
1800.100,3561.386,0.5
1781.770,3569.386,0.5
1763.263,3576.964,0.5
1744.592,3584.131,0.5
1725.771,3590.896,0.5
1706.832,3597.322,0.5
1687.804,3603.481,0.5
1668.667,3609.291,0.5
1649.443,3614.806,0.5
1630.141,3620.046,0.5
1610.779,3625.054,0.5
1591.372,3629.890,0.5
1571.906,3634.478,0.5
1552.354,3638.678,0.5
1532.712,3642.435,0.5
1512.985,3645.730,0.5
1493.168,3648.427,0.5
1473.308,3650.766,0.5
1453.409,3652.772,0.5
1433.464,3654.233,0.5
1413.510,3655.583,0.5
1393.525,3656.362,0.5
3031.030,1378.553,0.5
3027.028,1398.149,0.5
3023.026,1417.744,0.5
3018.713,1437.273,0.5
3014.385,1456.799,0.5
3009.856,1476.279,0.5
3005.248,1495.741,0.5
3000.522,1515.174,0.5
2995.671,1534.577,0.5
2990.760,1553.965,0.5
2985.698,1573.314,0.5
2980.610,1592.655,0.5
2975.364,1611.955,0.5
2970.106,1631.252,0.5
2964.699,1650.507,0.5
2959.278,1669.758,0.5
2953.730,1688.973,0.5
2948.151,1708.179,0.5
2942.477,1727.358,0.5
2936.735,1746.515,0.5
2930.932,1765.655,0.5
2925.002,1784.756,0.5
2919.002,1803.834,0.5
2912.920,1822.887,0.5
2906.715,1841.900,0.5
2900.419,1860.883,0.5
2894.042,1879.839,0.5
2887.590,1898.770,0.5
2881.074,1917.679,0.5
2874.499,1936.567,0.5
2867.876,1955.439,0.5
2861.204,1974.293,0.5
2854.480,1993.128,0.5
2847.701,2011.945,0.5
2840.862,2030.739,0.5
2833.947,2049.506,0.5
2826.967,2068.248,0.5
2819.916,2086.964,0.5
2812.789,2105.651,0.5
2805.569,2124.302,0.5
2798.228,2142.906,0.5
2790.696,2161.434,0.5
2782.956,2179.875,0.5
2774.982,2198.216,0.5
2766.748,2216.441,0.5
2758.231,2234.536,0.5
2749.410,2252.485,0.5
2740.244,2270.261,0.5
2730.691,2287.832,0.5
2720.844,2305.238,0.5
2710.730,2322.492,0.5
2700.375,2339.602,0.5
2689.799,2356.577,0.5
2678.972,2373.392,0.5
2667.976,2390.098,0.5
2656.826,2406.701,0.5
2645.534,2423.209,0.5
2634.113,2439.627,0.5
2622.550,2455.945,0.5
2610.868,2472.179,0.5
2599.070,2488.328,0.5
2587.154,2504.390,0.5
2575.118,2520.363,0.5
2562.963,2536.246,0.5
2550.685,2552.033,0.5
2538.272,2567.715,0.5
2525.743,2583.304,0.5
2513.095,2598.797,0.5
2500.307,2614.174,0.5
2487.354,2629.412,0.5
2474.216,2644.491,0.5
2460.878,2659.394,0.5
2447.289,2674.068,0.5
2433.471,2688.527,0.5
2419.450,2702.788,0.5
2405.242,2716.862,0.5
2390.818,2730.717,0.5
2376.178,2744.342,0.5
2361.408,2757.826,0.5
2346.489,2771.146,0.5
2331.394,2784.265,0.5
2316.210,2797.282,0.5
2300.883,2810.131,0.5
2285.423,2822.819,0.5
2269.883,2835.408,0.5
2254.172,2847.783,0.5
2238.351,2860.018,0.5
2222.436,2872.130,0.5
2206.307,2883.956,0.5
2190.054,2895.610,0.5
2173.663,2907.070,0.5
2157.064,2918.226,0.5
2140.290,2929.115,0.5
2123.357,2939.757,0.5
2106.260,2950.134,0.5
2088.997,2960.232,0.5
2071.553,2970.014,0.5
2053.954,2979.515,0.5
2036.218,2988.758,0.5
2018.355,2997.751,0.5
2000.352,3006.462,0.5
1982.194,3014.844,0.5
1963.872,3022.860,0.5
1945.390,3030.499,0.5
1926.759,3037.767,0.5
1907.996,3044.692,0.5
1889.123,3051.309,0.5
1870.125,3057.559,0.5
1851.049,3063.567,0.5
1831.907,3069.358,0.5
1812.679,3074.862,0.5
1793.366,3080.056,0.5
1774.019,3085.125,0.5
1754.567,3089.775,0.5
1735.104,3094.374,0.5
1715.558,3098.612,0.5
1696.012,3102.847,0.5
1676.386,3106.700,0.5
1656.761,3110.553,0.5
1637.094,3114.184,0.5
1617.403,3117.684,0.5
1597.711,3121.185,0.5
1577.968,3124.377,0.5
1558.223,3127.561,0.5
2518.542,1417.800,0.55
2527.079,1435.886,0.55
2535.613,1453.974,0.55
2543.958,1472.150,0.55
2552.303,1490.326,0.55
2560.503,1508.567,0.55
2568.592,1526.858,0.55
2576.490,1545.232,0.55
2584.240,1563.669,0.55
2591.568,1582.278,0.55
2598.509,1601.033,0.55
2604.857,1619.995,0.55
2610.453,1639.194,0.55
2615.199,1658.620,0.55
2619.130,1678.228,0.55
2621.946,1698.026,0.55
2623.790,1717.938,0.55
2624.883,1737.907,0.55
2625.416,1757.899,0.55
2625.550,1777.898,0.55
2625.204,1797.894,0.55
2624.423,1817.878,0.55
2623.207,1837.841,0.55
2621.540,1857.770,0.55
2619.357,1877.651,0.55
2616.751,1897.479,0.55
2613.754,1917.253,0.55
2610.395,1936.968,0.55
2606.693,1956.622,0.55
2602.666,1976.212,0.55
2598.328,1995.735,0.55
2593.689,2015.190,0.55
2588.764,2034.574,0.55
2583.537,2053.878,0.55
2578.023,2073.103,0.55
2572.206,2092.238,0.55
2566.054,2111.267,0.55
2559.502,2130.163,0.55
2552.357,2148.842,0.55
2544.595,2167.272,0.55
2536.165,2185.408,0.55
2527.191,2203.281,0.55
2517.959,2221.023,0.55
2508.596,2238.695,0.55
2499.048,2256.269,0.55
2489.233,2273.695,0.55
2479.141,2290.961,0.55
2468.701,2308.020,0.55
2457.927,2324.869,0.55
2446.885,2341.544,0.55
2435.566,2358.033,0.55
2424.042,2374.378,0.55
2412.292,2390.563,0.55
